Voter_ID,First_Name,Mid_Name,Last_Name,Street,Zipcode,Party,Registered
49,Jasmane,Capria,WHEELER,530 BANKS ST,16801,LIB,TRUE
50,Monica,Lamart,TRUJILLO,739 SONOMA ST,16801,REP,TRUE
51,Avalon,Aften,STRICKLAND,929 SONOMA ST,16801,LIB,TRUE
52,Garrick,Krystalyn,DEJESUS,804 SONOMA ST,16801,SOC,TRUE
53,Antawan,Haruka,LARSEN,656 REGENT ST,16801,IND,TRUE
54,Kasaundra,Archana,MCFARLAND,463 BANKS ST,16801,REP,TRUE
55,Lana,Raissa,DUDLEY,146 BANKS ST,16801,DEM,TRUE
56,Antawan,Keena,RICHMOND,617 REGENT ST,16801,REP,TRUE
57,Habib,Abcde,VO,612 TOLEDO WAY,16801,IND,TRUE
58,Andie,Brianni,EDWARDS,569 ALMA ST,16801,SOC,TRUE
59,Kileigh,Elyzabeth,SHAH,318 SONOMA ST,16801,REP,TRUE
60,Roxi,Carston,GOODMAN,685 REGENT ST,16801,DEM,TRUE
61,Melani,Blase,HESTER,154 TOLEDO WAY,16801,REP,TRUE
62,Kaniqua,Kristine,VAUGHAN,958 SONOMA ST,16801,REP,TRUE
63,Jourden,Isadora,BRADY,700 ALMA ST,16801,SOC,TRUE
64,Branisha,Socorro,PRINCE,925 BANKS ST,16801,REP,TRUE
65,Chanequa,Cristobal,SIMMONS,683 REGENT ST,16801,SOC,TRUE
66,Samika,Jenne,ALEXANDER,655 ALMA ST,16801,DEM,TRUE
67,Mali,Grantham,POTTER,101 TOLEDO WAY,16801,DEM,TRUE
68,Mashonda,Liandra,HARVEY,126 REGENT ST,16801,IND,TRUE
69,Keir,Evin,JENKINS,667 BANKS ST,16801,DEM,TRUE
70,Aigner,Briar,RICHARDSON,284 TOLEDO WAY,16801,REP,TRUE
71,Kenyata,Rosalio,PEARSON,800 REGENT ST,16801,DEM,TRUE
72,Soo,Sidra,BARRETT,713 BANKS ST,16801,DEM,TRUE
73,Braxton,Leonarda,PADILLA,282 TOLEDO WAY,16801,DEM,TRUE
74,Maritza,Micala,CURRY,984 SONOMA ST,16801,IND,TRUE
75,Eliezer,Zenani,NGUYEN,309 REGENT ST,16801,IND,TRUE
76,Amani,Quinci,POWERS,361 BANKS ST,16801,REP,TRUE
77,Zackory,Rylee,WALKER,942 TOLEDO WAY,16801,REP,TRUE
78,Lynwood,Gregoria,PATTON,109 TOLEDO WAY,16801,DEM,TRUE
79,Myosha,Jocob,CONNER,464 ALEMANY BLVD OFF RAMP,16801,IND,TRUE
80,Andree,Timara,BERNARD,182 ALMA ST,16801,SOC,TRUE
81,Ariadne,Mira,JENSEN,430 SONOMA ST,16801,REP,TRUE
82,Laneice,Jabril,LANDRY,992 BANKS ST,16801,DEM,TRUE
83,Pabel,Quintan,MAYS,227 ALMA ST,16801,IND,TRUE
84,Hadi,Alacia,PRUITT,455 BANKS ST,16801,LIB,TRUE
85,Kianah,Dontrell,COLE,102 SONOMA ST,16801,LIB,TRUE
86,Mansi,Joelle,LAMB,299 TOLEDO WAY,16801,REP,TRUE
87,Lorren,Keidra,ROBERSON,823 REGENT ST,16801,SOC,TRUE
88,Shakayla,Lonna,PARRA,654 ALMA ST,16801,DEM,TRUE
89,Berry,Marriah,TYLER,865 TOLEDO WAY,16801,REP,TRUE
90,Anna,Shimon,OCONNELL,480 REGENT ST,16801,IND,TRUE
91,Chandler,Rudi,WALSH,789 BANKS ST,16801,REP,TRUE
92,Ayeshia,Keijuan,BLACKWELL,623 ALEMANY BLVD OFF RAMP,16801,IND,TRUE
93,Daryl,Shacoria,BARNES,234 TOLEDO WAY,16801,DEM,TRUE
94,Jonn,Lord,BENSON,366 ALEMANY BLVD OFF RAMP,16801,DEM,TRUE
95,Adolphus,Kimmie,BEASLEY,470 SONOMA ST,16801,IND,TRUE
96,Chaquana,Aeron,PERSON,340 ALMA ST,16801,IND,TRUE
97,Keyosha,Shady,HARDY,169 ALMA ST,16801,IND,TRUE
98,Nabil,Deleon,EDWARDS,865 ALEMANY BLVD OFF RAMP,16801,REP,TRUE
99,Nilda,Shalamar,MADDEN,915 ALEMANY BLVD OFF RAMP,16801,LIB,TRUE
100,Leydi,Orianna,BROWNING,533 ALEMANY BLVD OFF RAMP,16801,IND,TRUE
101,Leif,Raeana,WILLIAMSON,571 REGENT ST,16801,REP,TRUE
102,Tavarus,Shalesha,FELIX,456 REGENT ST,16801,REP,TRUE
103,Holly,Galen,GOOD,193 SONOMA ST,16801,DEM,TRUE
104,Sumner,Jermal,ESQUIVEL,291 ALEMANY BLVD OFF RAMP,16801,REP,TRUE
105,Tykisha,Janasha,MONTGOMERY,828 SONOMA ST,16801,DEM,TRUE
106,Cierre,Ellie,STEELE,776 REGENT ST,16801,REP,TRUE
107,Shun,Titus,MCDANIEL,851 REGENT ST,16801,LIB,TRUE
108,Desta,Elektra,CALDWELL,659 TOLEDO WAY,16801,REP,TRUE
109,Emmalea,Lajoy,WARD,807 BANKS ST,16801,DEM,TRUE
110,Shanta,Hira,INGRAM,754 TOLEDO WAY,16801,DEM,TRUE
111,Katherine,Marshea,WU,499 SONOMA ST,16801,SOC,TRUE
112,Shareeta,Damato,MEYER,690 BANKS ST,16801,REP,TRUE
113,Steven,Donie,SHAFFER,266 BANKS ST,16801,LIB,TRUE
114,Oladele,Rachele,ZAVALA,458 REGENT ST,16801,IND,TRUE
115,Keneen,Britt,WILKINS,898 BANKS ST,16801,IND,TRUE
116,Dino,Akaysha,WILKINSON,187 TOLEDO WAY,16801,REP,TRUE
117,Briane,Carlicia,HUBBARD,279 TOLEDO WAY,16801,REP,TRUE
118,Garner,Joey,WEBB,517 SONOMA ST,16801,LIB,TRUE
119,Arianne,Bella,KRAMER,627 SONOMA ST,16801,IND,TRUE
120,Aerica,Claira,MOYER,234 REGENT ST,16801,SOC,TRUE
121,Jourdan,Tajah,COCHRAN,967 BANKS ST,16801,IND,TRUE
122,Yalonda,Chia,VARGAS,309 SONOMA ST,16801,DEM,TRUE
123,Catlyn,Mazen,SUTTON,531 REGENT ST,16801,IND,TRUE
124,Dona,Sharen,GREEN,796 ALMA ST,16801,IND,TRUE
125,Cailee,Teala,TREVINO,888 ALEMANY BLVD OFF RAMP,16801,LIB,TRUE
126,Akita,Demitris,BELL,593 REGENT ST,16801,REP,TRUE
127,Elmer,Britany,RANGEL,108 SONOMA ST,16801,IND,TRUE
128,Jamecia,Raemond,LYNCH,134 REGENT ST,16801,REP,TRUE
129,Morgen,Catherine,LOZANO,831 REGENT ST,16801,IND,TRUE
130,Shelia,Baylee,WADE,226 REGENT ST,16801,DEM,TRUE
131,Kervin,Tierney,DAWSON,663 BANKS ST,16801,SOC,TRUE
132,Moriah,Florence,ESQUIVEL,773 ALMA ST,16801,DEM,TRUE
133,Seanne,Dario,ORTIZ,889 BANKS ST,16801,LIB,TRUE
134,Coltin,Daneen,GROSS,742 TOLEDO WAY,16801,LIB,TRUE
135,Jancarlo,Zavhary,MORTON,900 BANKS ST,16801,DEM,TRUE
136,Wilhelm,Jimmie,DUNLAP,899 ALMA ST,16801,DEM,TRUE
137,Cantrice,Eli,YANG,717 REGENT ST,16801,DEM,TRUE
138,Casha,Altovise,GALINDO,437 REGENT ST,16801,REP,TRUE
139,Annabella,Rex,FITZPATRICK,245 ALMA ST,16801,LIB,TRUE
140,Jaden,Billie,ESQUIVEL,838 TOLEDO WAY,16801,SOC,TRUE
141,Glynn,Kaily,LOPEZ,843 BANKS ST,16801,SOC,TRUE
142,Julie,Habib,BERRY,100 ALMA ST,16801,DEM,TRUE
143,Mansoor,Khalila,LANE,502 REGENT ST,16801,IND,TRUE
144,Markki,Noelle,CONWAY,873 ALMA ST,16801,REP,TRUE
145,Chalise,Kylin,POTTER,671 TOLEDO WAY,16801,DEM,TRUE
146,Shealeen,Jsoeph,IBARRA,925 SONOMA ST,16801,IND,TRUE
147,Yossi,Cailey,COHEN,624 TOLEDO WAY,16801,IND,TRUE
148,Karla,Valerie,MCCOY,178 ALMA ST,16801,REP,TRUE
149,Ross,Caden,BARRERA,714 SONOMA ST,16801,DEM,TRUE
150,Jere,Shanya,YORK,632 BANKS ST,16801,SOC,TRUE
151,Monica,Konisha,MELTON,754 ALMA ST,16801,LIB,TRUE
152,Deresha,Ariana,BERG,802 SONOMA ST,16801,SOC,TRUE
153,Travers,Meggan,LOPEZ,986 ALEMANY BLVD OFF RAMP,16801,IND,TRUE
154,Camila,Valissa,HALL,265 REGENT ST,16801,REP,TRUE
155,Jonta,Heron,MAYNARD,852 BANKS ST,16801,IND,TRUE
156,Cristiana,Shaney,BARRERA,911 REGENT ST,16801,DEM,TRUE
157,Shamus,Charonda,DURAN,651 SONOMA ST,16801,REP,TRUE
158,Kenra,Trebor,SCHMIDT,160 ALMA ST,16801,REP,TRUE
159,Brockton,Tauna,MICHAEL,791 ALEMANY BLVD OFF RAMP,16801,LIB,TRUE
160,Jaquia,Rodriques,TANNER,259 REGENT ST,16801,IND,TRUE
161,Kamra,Laila,CUNNINGHAM,207 ALEMANY BLVD OFF RAMP,16801,REP,TRUE
162,Paige,Cassia,STANLEY,352 TOLEDO WAY,16801,DEM,TRUE
163,Xochilt,Raynell,AHMED,835 ALMA ST,16801,LIB,TRUE
164,Rhianne,Clinique,DELAROSA,630 BANKS ST,16801,REP,TRUE
165,Ivey,Chena,PARSONS,420 ALMA ST,16801,IND,TRUE
166,Joneric,Eason,ROTH,475 BANKS ST,16801,REP,TRUE
167,Wallace,Aili,MENDEZ,242 TOLEDO WAY,16801,REP,TRUE
168,Annamarie,Janique,RANDOLPH,702 BANKS ST,16801,DEM,TRUE
169,Tamisha,Abbey,RIVERA,550 TOLEDO WAY,16801,REP,TRUE
170,Caylan,Jaala,STEVENS,657 REGENT ST,16801,REP,TRUE
171,Laquitia,Amaar,JUAREZ,255 SONOMA ST,16801,SOC,TRUE
172,Celenne,Daven,SHIELDS,345 BANKS ST,16801,REP,TRUE
173,Ardiana,Lorita,DICKSON,377 SONOMA ST,16801,SOC,TRUE
174,Niaja,Kymberlie,TORRES,816 REGENT ST,16801,REP,TRUE
175,Monisa,Mikael,STONE,716 BANKS ST,16801,LIB,TRUE
176,Tylon,Sharyn,GREEN,359 TOLEDO WAY,16801,DEM,TRUE
177,Jameela,Demarian,BECK,156 REGENT ST,16801,REP,TRUE
178,Devondre,Desiray,SNOW,522 SONOMA ST,16801,SOC,TRUE
179,Kalin,Haylei,CHRISTENSEN,388 SONOMA ST,16801,IND,TRUE
180,Bonny,Kasarah,WALL,207 TOLEDO WAY,16801,SOC,TRUE
181,Yasmina,Mitchell,REESE,656 TOLEDO WAY,16801,SOC,TRUE
182,Quintan,Ioannis,RIOS,465 BANKS ST,16801,REP,TRUE
183,Zeus,Daquon,TERRY,566 SONOMA ST,16801,IND,TRUE
184,Massimo,Krystyn,PUGH,160 REGENT ST,16801,DEM,TRUE
185,Chisom,Jeri,PENA,329 BANKS ST,16801,DEM,TRUE
186,Montez,Josejuan,COHEN,239 TOLEDO WAY,16801,IND,TRUE
187,Dustyn,Betsie,WEBER,610 BANKS ST,16801,REP,TRUE
188,Jose,Keanen,ARROYO,922 ALEMANY BLVD OFF RAMP,16801,DEM,TRUE
189,Chelcee,Arieanna,BARRY,903 ALEMANY BLVD OFF RAMP,16801,REP,TRUE
190,Montrail,Dereka,CANO,949 BANKS ST,16801,IND,TRUE
191,Wilhelm,Ralik,COX,430 ALMA ST,16801,IND,TRUE
192,Dereck,Harmonie,TURNER,338 ALEMANY BLVD OFF RAMP,16801,IND,TRUE
193,Russia,Stephannie,SLOAN,881 TOLEDO WAY,16801,REP,TRUE
194,Carolann,Giordan,FISCHER,739 BANKS ST,16801,IND,TRUE
195,Jaqueline,Jacqueline,HEATH,454 TOLEDO WAY,16801,DEM,TRUE
196,Carmelo,Laquinta,WOODS,829 BANKS ST,16801,REP,TRUE
197,Wren,Bradyn,LOGAN,748 ALEMANY BLVD OFF RAMP,16801,LIB,TRUE
198,Ruston,Dennise,CERVANTES,641 REGENT ST,16801,LIB,TRUE
199,Chantrell,Dezaray,ANDERSEN,453 SONOMA ST,16801,REP,TRUE
200,Nikea,Romone,HUERTA,160 TOLEDO WAY,16801,REP,TRUE
201,Jantz,Ciaira,TREVINO,912 ALMA ST,16801,IND,TRUE
202,Sherilyn,Allicia,JUAREZ,555 TOLEDO WAY,16801,IND,TRUE
203,Nakeya,Didier,CALDWELL,532 TOLEDO WAY,16801,LIB,TRUE
204,Desire,Kalum,PEREZ,540 SONOMA ST,16801,DEM,TRUE
205,Wynn,Kerby,CAMACHO,308 TOLEDO WAY,16801,IND,TRUE
206,Aleshia,Estuardo,MCCARTY,389 ALEMANY BLVD OFF RAMP,16801,REP,TRUE
207,Alisse,Tulsa,ORTEGA,902 BANKS ST,16801,SOC,TRUE
208,August,Taylar,BUTLER,231 BANKS ST,16801,REP,TRUE
209,Aynsley,Quenisha,MITCHELL,857 REGENT ST,16801,IND,TRUE
210,Brantley,Micheil,LONG,123 REGENT ST,16801,DEM,TRUE
211,Colson,Dallas,MANNING,337 ALMA ST,16801,DEM,TRUE
212,Travin,Jehan,LUCAS,101 REGENT ST,16801,IND,TRUE
213,Kerianne,Kasper,OSBORNE,526 ALMA ST,16801,DEM,TRUE
214,Kevon,Parsa,ROBERTS,731 ALMA ST,16801,LIB,TRUE
215,Shamirah,Terresha,GUEVARA,133 ALEMANY BLVD OFF RAMP,16801,REP,TRUE
216,Carla,Kimberlyanne,MILLS,761 BANKS ST,16801,REP,TRUE
217,Nadine,Darlisha,GORDON,837 REGENT ST,16801,REP,TRUE
218,Belia,Cherrelle,ARCHER,948 TOLEDO WAY,16801,DEM,TRUE
219,Iyana,Shauntia,MILLS,698 ALMA ST,16801,DEM,TRUE
220,Ellen,Uvaldo,SALAZAR,497 BANKS ST,16801,IND,TRUE
221,Tashaya,Jonie,REYNA,308 REGENT ST,16801,DEM,TRUE
222,London,Tonya,ALVARADO,914 BANKS ST,16801,DEM,TRUE
223,Joquan,Cori,LAWRENCE,631 TOLEDO WAY,16801,LIB,TRUE
224,Ventura,Donyell,STOUT,761 ALMA ST,16801,IND,TRUE
225,Dashay,Kerstine,FREEMAN,658 SONOMA ST,16801,REP,TRUE
226,Cristo,Taquisha,VENTURA,788 BANKS ST,16801,REP,TRUE
227,Julitza,Mykel,SANCHEZ,361 BANKS ST,16801,SOC,TRUE
228,Emelyn,Jaraad,YOUNG,365 TOLEDO WAY,16801,REP,TRUE
229,Amir,Woodrow,LOWE,457 REGENT ST,16801,SOC,TRUE
230,Zandria,Cormac,ALLEN,481 BANKS ST,16801,DEM,TRUE
231,Ivelisse,Shreen,MCCLAIN,748 ALMA ST,16801,LIB,TRUE
232,My,Dempsey,HUBBARD,282 TOLEDO WAY,16801,DEM,TRUE
233,Jinna,Jonta,BISHOP,117 SONOMA ST,16801,LIB,TRUE
234,Janae,Darbi,KENT,428 SONOMA ST,16801,REP,TRUE
235,Joselle,Eamon,GARRETT,850 BANKS ST,16801,REP,TRUE
236,Steven,Torris,SHAFFER,658 SONOMA ST,16801,LIB,TRUE
237,Gareth,Marquil,OWENS,469 ALEMANY BLVD OFF RAMP,16801,DEM,TRUE
238,Gabor,Debora,WOODARD,250 TOLEDO WAY,16801,LIB,TRUE
239,Harland,Maci,PRINCE,243 TOLEDO WAY,16801,IND,TRUE
240,Marco,Kash,MCINTYRE,626 BANKS ST,16801,DEM,TRUE
241,Stella,Steven,GOODMAN,896 TOLEDO WAY,16801,DEM,TRUE
242,Bayleigh,Estevon,SULLIVAN,975 ALEMANY BLVD OFF RAMP,16801,REP,TRUE
243,Chenee,Angelee,MENDOZA,308 BANKS ST,16801,DEM,TRUE
244,Treasure,Shontrell,ROTH,906 SONOMA ST,16801,DEM,TRUE
245,Bruna,Shakeshia,SANDOVAL,474 BANKS ST,16801,LIB,TRUE
246,Jamilyn,Todd,HOUSE,333 SONOMA ST,16801,SOC,TRUE
247,Letesha,Donyell,WOODS,907 TOLEDO WAY,16801,REP,TRUE
248,Landis,Ever,LOWERY,549 TOLEDO WAY,16801,SOC,TRUE
249,Annie,Mathias,HOOD,987 REGENT ST,16801,IND,TRUE
250,Abraam,Dian,CHRISTIAN,226 REGENT ST,16801,LIB,TRUE
251,Saraya,Criselda,MCMILLAN,397 TOLEDO WAY,16801,IND,TRUE
252,Tiah,Thoma,GOODMAN,105 ALEMANY BLVD OFF RAMP,16801,IND,TRUE
253,Makeia,Rosalynn,MIRANDA,348 ALMA ST,16801,IND,TRUE
254,Jaysen,Rhina,BENTLEY,823 ALMA ST,16801,IND,TRUE
255,Keelan,Cassandra,ELLIS,863 ALEMANY BLVD OFF RAMP,16801,REP,TRUE
256,Jairus,Camela,ESPINOSA,966 TOLEDO WAY,16801,DEM,TRUE
257,Stormey,Abbie,NGUYEN,875 BANKS ST,16801,REP,TRUE
258,Chantry,Laquiesha,DELAROSA,798 SONOMA ST,16801,LIB,TRUE
259,Channell,Taronda,WILEY,947 ALEMANY BLVD OFF RAMP,16801,SOC,TRUE
260,Cynithia,Cadie,SPENCE,509 ALMA ST,16801,SOC,TRUE
261,Ingris,Keiry,DELGADO,820 REGENT ST,16801,LIB,TRUE
262,Detric,Brigham,DELAROSA,733 BANKS ST,16801,REP,TRUE
263,Mariska,Carlota,GARNER,556 BANKS ST,16801,REP,TRUE
264,Kiki,Stacy,VALENTINE,831 ALEMANY BLVD OFF RAMP,16801,LIB,TRUE
265,Renard,Countney,SANTOS,155 BANKS ST,16801,IND,TRUE
266,Amye,Domanick,MILLER,387 ALMA ST,16801,REP,TRUE
267,Damarion,Maressia,PALACIOS,645 ALMA ST,16801,REP,TRUE
268,Latalia,Mizraim,BUCK,901 ALMA ST,16801,REP,TRUE
269,Jabri,Matilda,MILES,321 ALEMANY BLVD OFF RAMP,16801,IND,TRUE
270,Hubert,Taleah,BAXTER,298 TOLEDO WAY,16801,SOC,TRUE
271,Lorayne,Airica,WOLF,559 TOLEDO WAY,16801,DEM,TRUE
272,Charise,Tinea,LIVINGSTON,763 TOLEDO WAY,16801,IND,TRUE
273,Jimmie,Elianna,CORTEZ,276 ALMA ST,16801,IND,TRUE
274,Shalia,Rakeem,CHOI,316 REGENT ST,16801,DEM,TRUE
275,Karina,Nur,SIMPSON,807 ALMA ST,16801,REP,TRUE
276,Primo,Ashlynne,MORRISON,641 REGENT ST,16801,REP,TRUE
277,Fallon,Ryesha,BALLARD,129 TOLEDO WAY,16801,REP,TRUE
278,Sheneika,Infant,UNDERWOOD,167 SONOMA ST,16801,SOC,TRUE
279,Tylar,Moniqua,ZAMORA,470 BANKS ST,16801,IND,TRUE
280,Chester,Asia,LESTER,185 SONOMA ST,16801,DEM,TRUE
281,Lanese,Shneur,BOOTH,941 ALMA ST,16801,DEM,TRUE
282,Yehuda,Jeanelle,INGRAM,168 REGENT ST,16801,IND,TRUE
283,Melia,Donnell,WARNER,520 REGENT ST,16801,REP,TRUE
284,Kenyatte,Kelina,GILL,501 TOLEDO WAY,16801,IND,TRUE
285,Devontay,Andrzej,DIAZ,355 REGENT ST,16801,IND,TRUE
286,Dalal,Britlyn,GENTRY,157 TOLEDO WAY,16801,IND,TRUE
287,Meena,Calum,TAYLOR,870 SONOMA ST,16801,REP,TRUE
288,Andrej,Rubens,JUAREZ,445 BANKS ST,16801,IND,TRUE
289,Antwine,Poonam,MEZA,521 ALMA ST,16801,DEM,TRUE
290,Shadel,Toan,BRIGGS,696 TOLEDO WAY,16801,REP,TRUE
291,Dyquan,Mahogony,HOWARD,580 SONOMA ST,16801,REP,TRUE
292,Brooke,Tashonna,BURNETT,237 ALMA ST,16801,REP,TRUE
293,Kelvin,Calena,JONES,973 SONOMA ST,16801,REP,TRUE
294,June,Kidada,DELACRUZ,608 BANKS ST,16801,IND,TRUE
295,Waddell,Korissa,HENDERSON,975 REGENT ST,16801,REP,TRUE
296,Liv,Holton,BRANCH,768 REGENT ST,16801,LIB,TRUE
297,Diante,Laneisha,FIGUEROA,416 TOLEDO WAY,16801,DEM,TRUE
298,Lavonte,Yoana,DUNCAN,662 TOLEDO WAY,16801,DEM,TRUE
299,Julio,Aungelique,GILMORE,716 REGENT ST,16801,REP,TRUE
300,Joh,Tonesha,FARMER,863 REGENT ST,16801,IND,TRUE
301,Kitty,Jimmy,PAGE,796 TOLEDO WAY,16801,LIB,TRUE
302,Justian,Ambrielle,ASHLEY,341 ALEMANY BLVD OFF RAMP,16801,DEM,TRUE
303,Conroy,Renne,BARNES,797 REGENT ST,16801,IND,TRUE
304,Yarden,Sorcha,SINGH,444 BANKS ST,16801,IND,TRUE
305,Cassiopeia,Raydell,LOZANO,761 ALEMANY BLVD OFF RAMP,16801,IND,TRUE
306,Jeanmichael,Catlynn,PATEL,551 BANKS ST,16801,SOC,TRUE
307,Gloriann,Asheley,STEVENSON,497 ALEMANY BLVD OFF RAMP,16801,LIB,TRUE
308,Griffith,Guilherme,HOOD,749 ALEMANY BLVD OFF RAMP,16801,SOC,TRUE
309,Jane,Justain,CONNER,218 SONOMA ST,16801,SOC,TRUE
310,Micala,Phyllicia,MULLEN,462 ALEMANY BLVD OFF RAMP,16801,DEM,TRUE
311,Chauncey,Maximilian,ABBOTT,120 BANKS ST,16801,DEM,TRUE
312,Myron,Rosanne,COCHRAN,716 BANKS ST,16801,REP,TRUE
313,Liba,Jonica,CHARLES,940 ALMA ST,16801,SOC,TRUE
314,Kiari,Yeni,BURNETT,642 SONOMA ST,16801,IND,TRUE
315,Dock,Antone,STOUT,688 BANKS ST,16801,IND,TRUE
316,Aunna,Katriana,HENDERSON,428 BANKS ST,16801,SOC,TRUE
317,Jerek,Shahriar,RICHARD,551 ALMA ST,16801,DEM,TRUE
318,Hawkins,Adiana,CURTIS,165 BANKS ST,16801,IND,TRUE
319,Yehudah,Romona,LEBLANC,300 ALEMANY BLVD OFF RAMP,16801,DEM,TRUE
320,Caylen,Jolinda,HUANG,315 ALMA ST,16801,DEM,TRUE
321,Michayla,Keisey,DELGADO,984 REGENT ST,16801,LIB,TRUE
322,Rosaisela,Anthea,ROBINSON,106 TOLEDO WAY,16801,IND,TRUE
323,Makia,Maha,WALTERS,809 SONOMA ST,16801,REP,TRUE
324,Ollie,Niels,LEE,498 TOLEDO WAY,16801,DEM,TRUE
325,Darrington,Jessca,NIXON,794 TOLEDO WAY,16801,LIB,TRUE
326,Yoselin,Binta,WALKER,606 ALMA ST,16801,DEM,TRUE
327,Sherice,Nataya,VASQUEZ,519 ALEMANY BLVD OFF RAMP,16801,IND,TRUE
328,Khiry,Shameca,CROSS,443 SONOMA ST,16801,IND,TRUE
329,Rashed,Aungelique,WILEY,279 SONOMA ST,16801,IND,TRUE
330,Noell,Raymont,BLEVINS,332 TOLEDO WAY,16801,IND,TRUE
331,Reilly,Aleda,ADKINS,840 ALMA ST,16801,SOC,TRUE
332,Dallis,Anaisa,WARE,766 BANKS ST,16801,LIB,TRUE
333,Adeline,Shatoria,BARRERA,433 ALEMANY BLVD OFF RAMP,16801,REP,TRUE
334,Nikos,Hira,CARSON,288 TOLEDO WAY,16801,SOC,TRUE
335,Quadarius,Jubal,PUGH,598 SONOMA ST,16801,DEM,TRUE
336,Gaetano,Ambrosio,BEAN,372 TOLEDO WAY,16801,REP,TRUE
337,Jovontae,Charlsie,PALACIOS,908 ALEMANY BLVD OFF RAMP,16801,REP,TRUE
338,Nawal,Suzann,RICHARDS,787 SONOMA ST,16801,DEM,TRUE
339,Wil,Dimitria,KELLEY,869 REGENT ST,16801,REP,TRUE
